start_ts,ttft_ms,itl_mean_ms,total_ms,n_output_tokens,ok
1781489656.873746,117.58279800415039,9.699089186532158,253.3700466156006,19,True
1781489656.88175,109.57860946655273,11.180801825089887,355.5562496185303,27,True
1781489656.8797503,102.17475891113281,10.74642748446078,499.79257583618164,42,True
1781489656.8807502,110.57853698730469,10.783440357929951,509.5658302307129,42,True
1781489656.8797503,111.57846450805664,10.76365739871294,531.3611030578613,44,True
1781489657.2489905,50.83870887756348,11.866132418314615,264.42909240722656,23,True
1781489656.8797503,111.57846450805664,11.334688105481737,644.3088054656982,52,True
1781489656.8807502,82.09705352783203,11.190526625689339,652.8139114379883,53,True
1781489656.8807502,110.57853698730469,11.296570301055908,652.8139114379883,53,True
1781489657.1382422,48.07782173156738,11.62424274519378,640.9142017364502,53,True
1781489657.4002466,52.71744728088379,12.460760772228241,451.4617919921875,34,True
1781489657.4524393,51.230669021606445,12.890312406751844,399.26910400390625,32,True
1781489657.545728,88.8986587524414,11.827528476715088,372.7593421936035,29,True
1781489657.5463657,87.74614334106445,12.622065014309355,428.541898727417,32,True
1781489657.390832,82.763671875,12.447491936061693,655.3483009338379,51,True
1781489657.5341282,50.88520050048828,11.576474881639667,641.2854194641113,53,True
1781489657.7897046,52.08611488342285,11.615270660037087,539.9274826049805,44,True
1781489657.929498,45.4096794128418,11.066920829541756,410.6180667877197,35,True
1781489657.8636959,65.80209732055664,11.698307135166267,522.036075592041,44,True
1781489657.5245616,89.44416046142578,12.100284440176829,936.4640712738037,75,True
1781489658.0561504,51.526546478271484,12.554916842230435,415.6191349029541,34,True
1781489657.9853692,50.75359344482422,11.78643378344449,569.3566799163818,49,True
1781489658.1859682,54.602622985839844,12.379501805160984,463.12618255615234,35,True
1781489658.35006,55.38511276245117,13.000984191894531,380.40971755981445,30,True
1781489657.862666,67.37232208251953,12.048019681658063,910.733699798584,75,True
1781489658.340631,55.02486228942871,12.906533021193285,558.3796501159668,44,True
1781489658.4821334,51.546335220336914,12.427173554897308,449.2158889770508,37,True
1781489658.4717696,52.2921085357666,12.202527071978594,503.7856101989746,42,True
1781489658.3961585,54.41927909851074,12.55183593899596,694.5629119873047,53,True
1781489658.6583931,50.92930793762207,12.512775567861704,538.9275550842285,44,True
1781489658.5652375,55.455684661865234,12.023548285166422,632.5860023498535,50,True
1781489658.784388,85.63232421875,12.573272753984499,575.9899616241455,44,True
1781489658.9099236,55.699825286865234,12.928702614524147,482.3470115661621,38,True
1781489658.7416277,51.134347915649414,13.032793998718262,650.6428718566895,51,True
1781489658.9440913,52.202463150024414,13.10946220575377,615.9093379974365,48,True
1781489658.9863977,60.29343605041504,12.097343154575514,616.7712211608887,48,True
1781489659.2091932,100.26216506958008,11.683234146663121,427.39272117614746,33,True
1781489659.1019344,54.64982986450195,12.811801650307396,618.3691024780273,49,True
1781489659.5710936,52.34122276306152,12.118213316973518,258.3508491516113,22,True
1781489659.3710063,88.4249210357666,11.12241063799177,477.7092933654785,40,True
1781489659.4038165,55.61470985412598,12.024302231638055,512.5381946563721,40,True
1781489659.2097921,68.69626045227051,12.131903852735247,748.0828762054443,58,True
1781489659.7314205,49.35598373413086,12.208209318273207,256.8955421447754,22,True
1781489659.403295,85.82615852355957,11.866658232932869,596.0924625396729,48,True
1781489659.9273496,49.543142318725586,12.30321210973403,258.6977481842041,22,True
1781489659.8392773,88.07229995727539,11.7355693470348,346.254825592041,27,True
1781489659.6475294,52.00505256652832,11.813718219136083,559.9949359893799,45,True
1781489659.61409,85.94703674316406,12.490247158294029,672.9886531829834,52,True
1781489660.0086045,86.57431602478027,12.430513606351964,297.8930473327637,22,True
1781489659.8616257,55.23085594177246,13.40154339285458,510.8833312988281,36,True
1781489659.9685028,86.17329597473145,12.508833047115441,498.964786529541,38,True
1781489660.2968225,86.85851097106934,10.412538752836339,263.8716697692871,22,True
1781489659.9993875,54.785728454589844,11.962798508730803,581.1488628387451,46,True
1781489660.1972501,99.57242012023926,13.188343048095703,429.28099632263184,30,True
1781489660.2187214,87.16607093811035,12.328109225711307,543.3061122894287,42,True
1781489660.3831675,53.35378646850586,12.422989396487965,475.7354259490967,39,True
1781489660.478541,51.44619941711426,12.862717663800275,398.7395763397217,32,True
1781489660.1982765,66.19620323181152,12.517547607421875,692.0735836029053,52,True
1781489660.6357846,57.760000228881836,13.436534188010475,353.3637523651123,27,True
1781489660.3190541,52.951812744140625,12.198086579640705,784.837007522583,62,True
1781489660.6270516,56.122779846191406,12.2147798538208,520.2844142913818,43,True
1781489660.8683612,90.13843536376953,11.664324793322333,428.4038543701172,34,True
1781489660.5715065,54.517269134521484,12.408633665605025,736.9921207427979,57,True
1781489660.8908532,87.5399112701416,12.04780609376969,461.02190017700195,36,True
1781489661.000052,52.03676223754883,13.526967593601771,430.79185485839844,33,True
1781489660.7734396,55.330753326416016,12.979621688524881,678.3525943756104,50,True
